Drer Drer Drer Drer Olat Olat Olat Olat Eluc Eluc Eluc Eluc Ssal Ssal Ssal Ssal Salp Salp Salp Salp Omyk Omyk Omyk Okis Okis Okis Okis
OG0000216_1 6.90481157349446 5.88311081078706 3.92025341289557 2.36946916177326 6.51646051246235 1.61953312763959 2.90785128657278 2.44395350846034 5.2573526959155 5.91273137863114 5.48796393492834 5.92433554298337 3.32986286589475 3.24247745819823 2.90973232777505 0.218035441538073 1.07910214196741 0.620101932126338 2.25743224148544 2.24460860486238 1.42453618115539 2.19718779517115 1.11240433494264 0.176673323062893 1.82197954136261 3.03012566302966 0.533633939970262
OG0000272_1 4.93465830788845 5.47109625922316 4.62397481097202 5.59310310364039 4.19020791875857 4.26396934659117 3.82041251467397 3.06822042981807 3.37138659404246 3.20544309164403 3.54430233029916 3.38870753699049 2.75160028524146 3.06930143616142 2.94740244943761 3.12779542908947 2.7158706776072 2.71064377042656 2.96018452977259 2.88736844891295 2.0751661774488 1.59258392119036 2.17777005533275 2.57538761330267 2.50959011039467 2.49859255713776 2.47410917790645
OG0000290_1 2.70148535951842 3.91339115314647 1.92560096425439 5.08663145429389 0.913193986889093 1.97144588316378 1.65732207110902 2.20223718467546 2.76138200638346 3.79352011061472 3.53047060336164 6.23522952998737 1.07056205070192 1.32183645406478 1.50738013318036 1.69546656444935 2.59024381291052 2.28502517099213 2.56731500987493 2.62307688947654 2.37919875879084 2.14817897596755 2.62742686502538 1.82963664497184 1.83611856974791 2.16494125008847 2.23641540942712
OG0000292_1 1.72474288861211 1.96317784871572 1.80267609377285 0.432745635296162 4.75161095640024 5.0888612773835 5.08285109066923 4.73015718025526 4.37169042814242 4.97972134046474 4.05278879278244 4.61770427682296 3.73119524797766 4.40542691373186 4.60147713920978 4.27997831969917 3.68684327440662 3.28114830643802 2.67122385340292 3.60781756276537 3.77652390606425 3.72992956034055 3.69925098762719 2.77825142070794 2.57638861898275 2.8209482244762 3.00252672004332
OG0000302_2 3.31276038795459 3.74954591996302 3.10170108506373 3.53694726274511 2.89489025017676 3.18143439898236 1.86980303169117 3.05399557140784 2.1481836354701 2.60686916037436 2.19596602646875 3.40725237862236 2.16258578346041 2.16107148807657 2.19612020077456 1.62015499490522 0.776447422540229 0.876500917847618 1.02923077034996 1.2304448530794 1.2898045278283 1.71962343358858 1.4419131696723 2.07888428740247 1.96716466576464 1.86362123186867 2.24208328864311
OG0000307_2 4.8496416304026 4.31868216035769 3.46185549991349 3.6702621185533 1.86287364034174 2.51665962672195 2.27750254249854 2.00339274352758 1.22860424394839 1.92815159869534 1.61132602980935 2.6968798552668 2.20431388936274 2.09355656087 2.65184347543462 2.83098377913085 1.8631192972232 0.650121992491359 1.41810814794107 1.22611140414354 1.78404442863168 1.99376601596455 1.57754752398621 2.42562740551267 2.17055066877567 2.17084078509413 2.12119330159057
OG0000322_1 4.44114151409221 4.37839272251448 5.33656878014806 4.30565330383687 4.06420425004318 4.67039504466119 4.40153453746596 4.68471728956682 3.91320780749424 3.8382127957278 3.73986257054085 4.07014741545661 4.14660989731446 4.25085863152751 4.28025124580607 3.93210926281468 2.34951001856632 1.94700661340997 2.88590041642624 2.0351622666306 1.31415839645238 1.50284238286997 1.55424357745305 3.38170480382063 3.1911187350014 3.17658671163503 2.73951842964728
OG0000322_2 3.74225114927245 3.68538043482823 4.20264105860172 3.97917093210676 3.56486128876625 3.67290911288856 3.55022521800496 3.20066884138272 3.00535003286171 4.31249521662097 3.2994916370291 4.64747573884749 2.35675169577428 2.80454236002031 2.63173809651885 2.45685910352603 2.45652243309693 2.36865106803417 1.75504338955993 2.16308133421524 1.64695975689504 1.65968883019778 2.0469743573459 1.35251804052073 0.850638353181936 1.33769407706888 1.36165807040455
OG0000352_1 5.52161219488281 5.7151080636136 4.87621755543898 6.39132068665088 3.82063408892724 3.91264471273815 3.93136817976935 3.07950018737239 4.77348409686061 4.787084586033 4.85640911686925 5.91356553332259 4.75701988991577 5.03557655028537 4.96391515008999 4.80359793804786 4.64204902780906 4.82743838123805 4.12504830856954 4.21579597633634 4.53826933458837 4.58666887101615 4.57794127518216 4.19896357132933 4.07732298846295 4.34448359921645 4.16866391028243
OG0000375_1 3.37302468211425 3.00527820339954 3.6423410213312 3.45023339419002 2.75147795199462 1.3081651622307 1.7863807472272 4.69116568568837 3.56935255741106 3.5226837136378 3.25452423480381 2.97895843502175 2.90671212767581 2.92596255239495 2.84384492934159 2.79490948197716 2.32200310893661 1.43317311243531 2.33765182558969 2.18557396040101 1.91719774425952 2.56473875578907 2.70142236483518 2.59744459792513 2.57849275081037 1.85631806557565 3.01912719334797
