ID	Drer_1	Drer_2	Drer_3	Drer_4	Olat_1	Olat_2	Olat_3	Olat_4	Eluc_1	Eluc_2	Eluc_3	Eluc_4	Ssal_1	Ssal_2	Ssal_3	Ssal_4	Salp_1	Salp_2	Salp_3	Salp_4	Omyk_1	Omyk_2	Omyk_3	Okis_1	Okis_2	Okis_3	Okis_4
OG1v0011932.25	4.68282114835116	4.48401561603649	2.28863373056333	4.48194681590998	6.12222162906197	5.78861471276066	5.69447590051154	5.35192673543042	6.64887685792117	6.5831799170129	6.76168625790348	5.83039013633838	8.29037800074689	8.57448740533174	8.11532002892431	8.63702568788126	8.8115861089549	9.35951045960673	7.79298898339076	9.99448874841574	8.77980623611248	8.77397285196284	8.78104278638617	8.91157965857501	9.19413957782699	9.17665035881894	8.9222146049818
OG1v0005506.35	0.257418121243171	2.25159370567199	1.06705669043044	1.30244020265983	2.17536181126697	1.77126053335747	2.27597394248187	1.09921457890539	-0.564467668428371	-1.65132963843582	-0.984114791172795	0.041171419117598	2.28702576876145	2.06603229324203	2.04985214246415	1.52423994244504	1.30324086036001	1.17432029712981	0.703826131449918	1.11260632276995	2.21809284649127	1.71471385744753	1.81885652581025	2.0915491413728	2.84140720332123	2.37339062982024	2.28798044794081
OG1v0006991.33	1.14712946866028	0.076214585427208	1.34883872973866	0.970832390220915	0.261035219081173	1.73444353388241	0.764717424601622	0.466904119166469	-0.717323476907055	-0.712020753216608	-0.359953078141149	-0.113346265703288	-1.63775804357929	-2.34820464676746	-3.81208842699814	-4.95590962031622	1.63044783102152	1.39273154114609	1.05081733712686	0.813072503548142	-3.9547199127128	-5.04933259954574	-3.63013201342063	-6.64385618977472	-5.1073160614182	-4.6539290324541	-5.05618107218362
OG1v0002802.48	0.138173014862869	0.503313104326142	0.341009494823355	1.04353231043874	0.152360872600452	-0.2420869173736	-0.317340025028982	0.118308360996445	3.27452538709766	3.05924430180941	3.32967549314268	3.4330139356691	-0.322814677104851	-0.404379712837273	0.139212302234947	-0.245981902099172	0.284752356060631	0.0465982419697837	0.189184154519305	0.176841357349795	0.122945424641607	-0.0447241272361124	0.0581671354516517	0.769665956129734	0.927118711449243	0.398081667339313	0.907083566889828
OG1v0006751.33	2.76846759433924	3.81294809676316	-0.548123139258002	-1.79302026158807	1.63750501754282	1.51010878680535	2.65200978389505	2.12679869311	5.16550565093985	5.6224711125198	4.91933402137545	4.89824651300181	2.30661462839034	1.85487333492345	2.4261913045097	1.6002173435216	1.18117261571412	0.948523158659972	1.43181019443254	1.3932724726432	2.5595440790625	1.43649781604487	2.53920900254713	-1.95573883997517	-1.35772943484816	-1.61249891105391	-2.11640380720199
OG1v0000314.64	3.90504408458111	3.70993063950402	3.47116941952486	2.30691504685994	2.64524556481768	3.55688725759479	2.16750078594983	2.96307151732803	2.14466895188675	1.4608275035068	2.01993071536121	2.10259464702406	0.848232511686121	0.586041380580043	1.21735208038435	0.261540613963912	1.59791290539583	1.50352644916015	1.56808462022486	1.77207370216757	1.91872820449529	2.03931176614925	1.57143728779465	4.0652875866216	3.83656611891307	4.33493456073663	3.87492210341867
OG1v0001945.56	3.78736240843909	4.29118385986628	4.34415568897086	3.38104623059438	0.806556372763993	0.639854408176225	1.06268471783566	1.47135559482601	0.996402211624701	1.48612140466481	1.59817043321766	3.25888732670277	1.9641928640241	2.86812347582734	2.75304944841277	2.53285113685501	0.226352033936818	0.611146351545851	0.756943270514937	0.632788054623258	4.3420775971008	3.56397498140811	3.78437637808557	1.42552289943761	1.82224763650035	1.34275043254575	1.598602116572
OG1v0001371.63	5.95564810999351	5.9467584856664	5.75705816405328	5.86119285713529	5.61107759144129	5.34799789651788	5.78462391875618	5.23604222185956	3.22922741385624	3.28259296017611	3.20793642180356	3.87708809338083	3.21127788941309	3.73081399380738	3.73439810483944	3.64356940363155	3.33680573441775	3.38397782257477	3.41545706097896	3.93106103071572	3.08189687113057	3.3318971919161	3.70384242302268	3.46098104085421	3.76170910726389	3.71883321800081	3.44899533462122
OG1v0008509.28	-2.71557579115327	-0.327403268599924	-2.63810999770565	2.61788161159254	1.77824875370334	1.63521751694863	2.11221340698427	0.698833686189245	2.93050460494352	1.84335828364237	2.36049560420046	0.466404791028852	-0.343021020210912	-0.363105193280362	0.178747715541906	0.135888295677474	-4.48940154438106	-6.64385618977472	-6.64385618977472	-2.88567461463641	-2.00133967272576	-1.92964656612583	-2.72233109809342	0.111628786466581	0.463314091101411	0.512716474876374	1.4423448802566
OG1v0001414.46	-6.64385618977472	-6.64385618977472	-0.92867010250899	3.02037348254225	-1.88440873913718	-6.64385618977472	-6.64385618977472	-1.02296671268827	-3.56016457797404	-1.9803319916436	-3.23584084609987	-4.00569445473676	-1.74122398525445	-6.64385618977472	-2.52960917855044	-6.64385618977472	-6.64385618977472	-3.17649964929106	-6.64385618977472	-3.34441918137068	-6.64385618977472	-6.64385618977472	-3.63013201342063	-1.23010951661626	-1.28910183013776	-2.01290588736273	-1.21361887166272
